id,user_id,movie_id,score
10586,583,178,7.0
10587,892,138,9.0
10588,807,178,7.0
10589,571,135,7.0
10590,189,166,7.0
10591,698,138,8.0
10592,191,46,6.0
10593,2,141,6.0
10594,771,170,7.0
10595,1000,82,6.0
10596,848,125,8.0
10597,943,24,5.0
10598,374,135,9.0
10599,488,119,8.0
10600,850,78,6.0
10601,975,141,7.0
10602,525,77,6.0
10603,347,90,6.0
10604,125,39,5.0
10605,930,21,10.0
10606,734,132,10.0
10607,941,141,7.0
10608,27,12,5.0
10609,836,165,8.0
10610,980,11,6.0
10611,930,83,8.0
10612,965,166,8.0
10613,766,27,5.0
10614,308,2,8.0
10615,319,78,8.0
10616,569,164,8.0
10617,669,146,9.0
10618,274,177,8.0
10619,193,25,6.0
10620,975,164,8.0
10621,642,86,7.0
10622,486,147,7.0
10623,962,170,7.0
10624,548,111,8.0
10625,405,25,6.0
10626,60,27,6.0
10627,752,10,8.0
10628,422,178,7.0
10629,22,44,7.0
10630,708,119,7.0
10631,724,125,6.0
10632,967,90,7.0
10633,655,141,8.0
10634,498,112,10.0
10635,366,164,9.0
10636,887,131,7.0
10637,378,138,9.0
10638,52,55,10.0
10639,892,29,7.0
10640,982,55,7.0
10641,764,139,8.0
10642,471,141,7.0
10643,424,77,7.0
10644,955,135,7.0
10645,132,53,9.0
10646,163,97,9.0
10647,224,177,7.0
10648,195,98,6.0
10649,944,178,9.0
10650,325,166,8.0
10651,850,5,8.0
10652,396,172,9.0
10653,507,20,6.0
10654,85,119,8.0
10655,762,53,10.0
10656,374,97,7.0
10657,247,177,7.0
10658,152,172,7.0
10659,632,119,6.0
10660,701,45,6.0
10661,249,133,6.0
10662,12,14,7.0
10663,130,165,9.0
10664,55,27,7.0
10665,747,39,7.0
10666,448,172,9.0
10667,513,127,9.0
10668,43,139,6.0
10669,756,21,6.0
10670,873,122,6.0
10671,75,172,8.0
10672,910,75,6.0
10673,596,78,7.0
10674,886,177,6.0
10675,678,18,7.0
10676,603,55,7.0
10677,98,114,9.0
10678,662,172,8.0
10679,305,111,8.0
10680,773,25,5.0
10681,211,165,7.0
10682,403,81,8.0
10683,275,27,8.0
10684,927,3,8.0
10685,697,138,7.0
10686,396,79,8.0
10687,321,21,7.0
10688,738,166,9.0
10689,814,80,7.0
10690,215,42,8.0
10691,693,50,7.0
10692,867,158,8.0
10693,817,150,7.0
10694,394,7,7.0
10695,320,138,8.0
10696,642,108,8.0
10697,249,53,9.0
10698,893,79,8.0
10699,918,147,6.0
10700,96,32,8.0
10701,883,53,7.0
10702,397,153,7.0
10703,921,96,6.0
10704,227,85,7.0
10705,748,132,5.0
10706,684,164,9.0
10707,741,146,8.0
10708,857,146,9.0
10709,830,18,8.0
10710,847,29,8.0
10711,355,24,7.0
10712,922,170,8.0
10713,904,88,6.0
10714,78,146,8.0
10715,674,3,7.0
10716,236,14,9.0
10717,206,177,6.0
10718,597,63,10.0
10719,756,139,7.0
10720,652,10,6.0
10721,660,153,10.0
10722,548,45,8.0
10723,849,45,8.0
10724,248,114,8.0
10725,577,5,9.0
10726,365,5,6.0
10727,869,141,7.0
10728,258,128,8.0
10729,18,45,7.0
10730,282,86,7.0
10731,245,80,7.0
10732,698,165,8.0
10733,625,81,8.0
10734,503,177,8.0
10735,495,140,8.0
10736,122,42,8.0
10737,504,78,8.0
10738,112,80,8.0
10739,328,178,7.0
10740,192,166,8.0
10741,72,39,9.0
10742,814,50,7.0
10743,478,165,5.0
10744,214,97,9.0
10745,228,140,9.0
10746,613,26,8.0
10747,355,125,7.0
10748,327,27,5.0
10749,527,172,7.0
10750,588,98,8.0
10751,584,138,7.0
10752,712,164,8.0
10753,144,32,6.0
10754,503,14,9.0
10755,260,55,8.0
10756,44,79,6.0
10757,429,129,8.0
10758,474,138,7.0
10759,364,77,7.0
10760,457,86,9.0
10761,371,136,8.0
10762,707,55,7.0
10763,402,172,8.0
10764,849,178,7.0
10765,724,54,8.0
10766,807,141,7.0
10767,161,20,9.0
10768,447,81,8.0
10769,401,2,7.0
10770,47,79,7.0
10771,827,172,9.0
10772,630,136,8.0
10773,802,166,8.0
10774,155,46,7.0
10775,661,165,7.0
10776,475,170,9.0
10777,228,53,9.0
10778,772,53,10.0
10779,49,26,4.0
10780,557,137,7.0
10781,340,30,6.0
10782,728,165,9.0
10783,644,42,7.0
10784,103,79,8.0
10785,669,131,7.0
10786,655,165,8.0
10787,406,116,6.0
10788,842,119,8.0
10789,552,98,8.0
10790,583,43,10.0
10791,48,177,7.0
10792,355,12,6.0
10793,410,37,8.0
10794,13,146,7.0
10795,1000,177,7.0
10796,452,43,6.0
10797,310,164,8.0
10798,448,11,7.0
10799,142,2,7.0
10800,334,163,6.0
10801,382,18,7.0
10802,152,97,8.0
10803,179,2,6.0
10804,913,178,8.0
10805,65,20,6.0
10806,915,32,6.0
10807,258,41,7.0
10808,203,46,7.0
10809,993,42,8.0
10810,68,153,8.0
10811,894,85,8.0
10812,668,167,7.0
10813,739,125,7.0
10814,253,81,9.0
10815,138,85,7.0
10816,108,50,9.0
10817,402,18,7.0
10818,818,170,7.0
10819,786,177,7.0
10820,498,32,8.0
10821,181,106,7.0
10822,642,50,6.0
10823,839,12,5.0
10824,832,127,7.0
10825,553,18,7.0
10826,975,43,9.0
10827,81,20,5.0
10828,219,46,8.0
10829,121,128,7.0
10830,347,59,5.0
10831,174,63,7.0
10832,975,7,7.0
10833,24,50,8.0
10834,529,168,8.0
10835,919,20,7.0
10836,611,24,8.0
10837,338,66,8.0
10838,497,50,6.0
10839,601,135,8.0
10840,443,154,8.0
10841,577,64,6.0
10842,565,54,6.0
10843,668,80,8.0
10844,164,119,8.0
10845,760,135,9.0
10846,643,55,8.0
10847,152,127,8.0
10848,494,21,6.0
10849,60,170,10.0
10850,264,77,6.0
10851,552,110,8.0
10852,650,62,8.0
10853,265,54,10.0
10854,651,14,9.0
10855,784,130,7.0
10856,451,64,6.0
10857,139,165,7.0
10858,216,128,8.0
10859,216,84,7.0
10860,493,154,8.0
10861,499,41,6.0
10862,430,130,7.0
10863,203,91,7.0
10864,543,138,9.0
10865,414,18,10.0
10866,35,96,6.0
10867,45,164,9.0
10868,38,45,7.0
10869,110,40,9.0
10870,327,172,8.0
10871,895,166,7.0
10872,938,11,8.0
10873,53,98,10.0
10874,60,55,10.0
10875,809,105,8.0
10876,112,112,6.0
10877,383,172,9.0
10878,632,146,8.0
10879,833,82,7.0
10880,305,120,9.0
10881,547,54,9.0
10882,373,166,7.0
10883,216,45,7.0
10884,809,177,8.0
10885,683,177,8.0
10886,9,115,8.0
10887,540,15,6.0
10888,12,24,8.0
10889,292,45,7.0
10890,165,81,8.0
10891,880,108,8.0
10892,917,94,5.0
10893,548,28,6.0
10894,421,45,6.0
10895,489,25,7.0
10896,107,29,7.0
10897,31,170,9.0
10898,212,43,7.0
10899,413,166,8.0
10900,160,138,8.0
10901,132,132,6.0
10902,565,81,7.0
10903,131,21,10.0
10904,277,44,6.0
10905,740,2,6.0
10906,67,39,6.0
10907,860,172,9.0
10908,210,170,9.0
10909,533,20,8.0
10910,249,169,6.0
10911,143,18,8.0
10912,257,55,8.0
10913,473,25,3.0
10914,543,120,8.0
10915,770,43,10.0
10916,981,45,7.0
10917,608,43,7.0
10918,751,55,10.0
10919,414,172,10.0
10920,97,141,8.0
10921,604,19,7.0
10922,791,84,7.0
10923,49,112,9.0
10924,855,39,8.0
10925,93,120,8.0
10926,621,1,6.0
10927,733,39,7.0
10928,442,45,6.0
10929,529,146,8.0
10930,41,32,8.0
10931,953,138,8.0
10932,993,106,9.0
10933,1,92,2
10934,190,131,7.0
10935,82,55,8.0
10936,864,164,7.0
10937,372,168,8.0
10938,567,24,9.0
10939,798,80,10.0
10940,870,97,8.0
10941,86,79,8.0
10942,275,166,8.0
10943,526,166,9.0
10944,710,28,6.0
10945,363,43,6.0
10946,813,82,7.0
10947,375,178,7.0
10948,210,109,8.0
10949,72,64,7.0
10950,465,79,9.0
10951,335,172,8.0
10952,520,114,10.0
10953,731,50,8.0
10954,107,178,7.0
10955,630,63,8.0
10956,56,79,9.0
10957,714,14,8.0
10958,156,119,9.0
10959,127,79,8.0
10960,669,97,7.0
10961,646,78,7.0
10962,425,166,6.0
10963,523,108,7.0
10964,979,18,7.0
10965,755,105,8.0
10966,657,55,7.0
10967,219,166,7.0
10968,958,14,7.0
10969,745,18,7.0
10970,817,37,6.0
10971,252,80,8.0
10972,102,14,8.0
10973,153,172,10.0
10974,965,20,8.0
10975,665,15,7.0
10976,241,164,8.0
10977,985,176,5.0
10978,402,170,9.0
10979,755,98,8.0
10980,675,43,9.0
10981,748,79,7.0
10982,697,50,8.0
10983,67,135,8.0
10984,608,53,8.0
10985,595,146,8.0
10986,257,88,8.0
10987,411,114,7.0
10988,268,172,10.0
10989,572,141,8.0
10990,75,170,8.0
10991,581,60,7.0
10992,567,120,8.0
10993,151,5,9.0
10994,880,31,6.0
10995,791,29,7.0
10996,446,152,5.0
10997,337,110,6.0
10998,769,5,6.0
10999,145,77,7.0
11000,899,159,6.0
11001,20,164,8.0
11002,240,97,7.0
11003,178,55,6.0
11004,70,97,7.0
11005,146,142,4.0
11006,451,66,9.0
11007,884,12,6.0
11008,225,55,9.0
11009,982,97,8.0
11010,344,112,7.0
11011,802,164,9.0
11012,227,96,7.0
11013,174,178,9.0
11014,422,43,6.0
11015,282,66,10.0
11016,108,60,6.0
11017,838,114,8.0
11018,698,114,9.0
11019,604,45,8.0
11020,242,33,7.0
11021,879,96,8.0
11022,726,85,9.0
11023,991,127,7.0
11024,607,138,7.0
11025,466,135,8.0
11026,582,43,7.0
11027,674,136,8.0
11028,303,119,7.0
11029,602,80,9.0
11030,975,54,8.0
11031,736,91,6.0
11032,311,43,7.0
11033,954,18,9.0
11034,815,26,7.0
11035,797,37,9.0
11036,531,55,8.0
11037,724,46,6.0
11038,955,155,6.0
11039,422,171,6.0
11040,866,54,6.0
11041,857,178,8.0
11042,539,28,6.0
11043,27,85,8.0
11044,822,158,9.0
11045,346,165,9.0
11046,807,39,8.0
11047,667,174,8.0
11048,562,25,5.0
11049,907,81,8.0
11050,350,114,9.0
11051,211,167,7.0
11052,806,24,7.0
11053,141,151,6.0
11054,364,138,8.0
11055,983,170,9.0
11056,861,98,6.0
11057,633,84,7.0
11058,57,76,7.0
11059,239,20,8.0
11060,898,80,10.0
11061,541,166,7.0
11062,924,14,8.0
11063,895,113,9.0
11064,811,105,6.0
11065,105,14,8.0
11066,730,85,8.0
11067,163,45,6.0
11068,470,166,6.0
11069,906,138,8.0
11070,671,32,7.0
11071,782,136,7.0
11072,805,49,6.0
11073,838,12,7.0
11074,659,27,6.0
11075,415,103,5.0
11076,569,5,6.0
11077,115,111,10.0
11078,55,80,9.0
11079,672,28,7.0
11080,91,55,10.0
11081,154,89,5.0
11082,879,20,8.0
11083,727,97,8.0
11084,427,98,7.0
11085,22,111,9.0
11086,538,40,8.0
11087,758,120,7.0
11088,335,168,8.0
11089,514,79,8.0
11090,630,97,8.0
11091,897,80,8.0
11092,762,172,7.0
11093,228,14,8.0
11094,629,55,7.0
11095,76,36,7.0
11096,866,164,9.0
11097,856,18,9.0
11098,163,76,7.0
11099,429,81,8.0
11100,121,39,6.0
11101,690,138,7.0
11102,79,138,7.0
11103,951,37,7.0
11104,62,135,8.0
11105,858,120,6.0
11106,615,170,7.0
11107,368,136,7.0
11108,830,20,7.0
11109,376,26,8.0
11110,805,42,5.0
11111,187,138,8.0
11112,670,78,7.0
11113,947,144,6.0
11114,524,120,8.0
11115,490,125,8.0
11116,932,80,8.0
11117,95,113,8.0
11118,949,111,6.0
11119,982,14,9.0
11120,190,80,6.0
11121,481,14,8.0
11122,682,22,7.0
11123,123,79,8.0
11124,786,18,8.0
11125,88,60,8.0
11126,413,64,8.0
11127,952,54,8.0
11128,520,138,7.0
11129,523,97,8.0
11130,469,138,9.0
11131,131,43,8.0
11132,929,178,6.0
11133,492,2,7.0
11134,75,55,9.0
11135,724,38,9.0
11136,491,77,7.0
11137,671,129,6.0
11138,445,177,9.0
11139,627,29,8.0
11140,260,172,9.0
11141,257,18,7.0
11142,732,84,8.0
11143,76,172,7.0
11144,210,167,7.0
11145,666,2,7.0
11146,526,157,4.0
11147,340,80,8.0
11148,415,12,8.0
11149,444,164,8.0
11150,462,54,7.0
11151,926,165,8.0
11152,816,112,8.0
11153,729,32,9.0
11154,868,141,8.0
11155,418,60,7.0
11156,632,147,7.0
11157,425,114,7.0
11158,363,140,8.0
11159,611,137,5.0
11160,960,26,6.0
11161,324,45,7.0
11162,128,66,7.0
11163,888,158,10.0
11164,561,32,7.0
11165,950,55,8.0
11166,357,125,8.0
11167,183,39,6.0
11168,625,32,8.0
11169,316,164,7.0
11170,215,145,7.0
11171,508,41,6.0
11172,160,135,7.0
11173,817,111,7.0
11174,738,45,8.0
11175,169,45,6.0
11176,566,166,8.0
11177,311,42,7.0
11178,888,135,7.0
11179,377,21,5.0
11180,28,163,7.0
11181,127,85,7.0
11182,304,120,6.0
11183,39,48,5.0
11184,731,76,6.0
11185,931,178,9.0
11186,94,114,8.0
11187,484,138,8.0
11188,116,166,8.0
11189,194,3,7.0
11190,444,144,6.0
11191,849,92,5.0
11192,287,14,8.0
11193,433,157,6.0
11194,91,32,9.0
11195,114,14,5.0
11196,758,79,8.0
11197,920,43,9.0
11198,434,32,7.0
11199,267,32,8.0
11200,895,18,9.0
11201,801,108,8.0
11202,107,3,7.0
11203,46,178,8.0
11204,584,24,5.0
11205,918,42,8.0
11206,367,42,8.0
11207,416,82,7.0
11208,360,25,8.0
11209,930,43,10.0
11210,995,24,7.0
11211,782,43,8.0
11212,959,112,9.0
11213,21,172,9.0
11214,841,138,5.0
11215,587,147,7.0
11216,729,14,8.0
11217,766,29,7.0
11218,306,29,8.0
11219,572,147,8.0
11220,414,166,8.0
11221,84,153,7.0
11222,399,167,8.0
11223,166,5,6.0
11224,881,66,9.0
11225,563,112,9.0
11226,26,37,6.0
11227,328,60,7.0
11228,935,128,7.0
11229,592,80,9.0
11230,241,141,8.0
11231,86,5,7.0
11232,431,11,8.0
11233,174,20,7.0
11234,931,169,9.0
11235,425,119,9.0
11236,633,83,8.0
11237,589,53,8.0
11238,96,169,9.0
11239,788,158,7.0
11240,884,131,6.0
11241,689,11,7.0
11242,973,3,7.0
11243,192,55,8.0
11244,979,1,6.0
11245,379,84,7.0
11246,96,40,8.0
11247,964,27,6.0
11248,872,96,6.0
11249,584,139,5.0
11250,660,46,7.0
11251,706,88,8.0
11252,428,105,8.0
11253,942,78,8.0
11254,358,79,9.0
11255,183,64,6.0
11256,202,91,7.0
11257,212,178,7.0
11258,572,49,4.0
11259,690,2,7.0
11260,717,85,8.0
11261,646,97,8.0
11262,874,119,7.0
11263,374,60,8.0
11264,745,114,7.0
11265,645,168,8.0
11266,133,170,7.0
11267,485,64,10.0
11268,639,142,7.0
11269,105,60,9.0
11270,264,141,7.0
11271,626,137,6.0
11272,128,113,9.0
11273,405,5,6.0
11274,805,64,10.0
11275,500,152,6.0
11276,1,37,6
11277,562,140,7.0
11278,987,153,7.0
11279,408,163,7.0
11280,463,55,9.0
11281,413,141,6.0
11282,729,154,6.0
11283,253,96,8.0
11284,70,166,10.0
11285,829,141,10.0
11286,57,18,7.0
11287,808,97,8.0
11288,61,2,6.0
11289,507,79,9.0
11290,529,138,8.0
11291,120,39,6.0
11292,74,114,10.0
11293,484,25,8.0
11294,753,32,7.0
11295,359,172,8.0
11296,239,60,7.0
11297,950,54,8.0
11298,707,140,6.0
11299,573,117,5.0
11300,523,43,8.0
11301,502,49,6.0
11302,257,119,8.0
11303,516,138,8.0
11304,357,5,7.0
11305,308,39,8.0
11306,654,80,9.0
11307,822,53,9.0
11308,413,114,8.0
11309,142,42,7.0
11310,701,177,7.0
11311,594,21,7.0
11312,545,5,9.0
11313,823,32,8.0
11314,199,119,8.0
11315,178,76,6.0
11316,509,97,7.0
11317,979,105,8.0
11318,953,97,8.0
11319,426,5,6.0
11320,239,55,8.0
11321,148,172,8.0
11322,924,3,8.0
11323,921,53,10.0
11324,451,111,6.0
11325,175,138,8.0
11326,734,114,8.0
11327,820,97,8.0
11328,744,159,7.0
11329,707,5,7.0
11330,142,54,8.0
11331,269,28,7.0
11332,283,162,7.0
11333,68,178,6.0
11334,555,150,6.0
11335,439,153,7.0
11336,896,49,5.0
11337,35,131,6.0
11338,933,132,8.0
11339,598,18,9.0
11340,189,152,7.0
11341,424,56,6.0
11342,134,178,9.0
11343,782,54,8.0
11344,212,44,6.0
11345,940,20,8.0
11346,333,138,8.0
11347,539,42,7.0
11348,754,114,9.0
11349,689,63,9.0
11350,594,45,8.0
11351,122,39,8.0
11352,843,152,7.0
11353,737,32,7.0
11354,611,164,9.0
11355,191,53,10.0
11356,728,38,6.0
11357,31,7,7.0
11358,830,86,9.0
11359,769,96,7.0
11360,878,150,7.0
11361,476,48,6.0
11362,341,119,8.0
11363,335,25,6.0
11364,331,128,9.0
11365,808,55,9.0
11366,480,20,7.0
11367,34,114,9.0
11368,149,10,7.0
11369,105,165,7.0
11370,848,166,8.0
11371,36,172,8.0
11372,67,18,8.0
11373,209,45,7.0
11374,25,68,6.0
11375,13,166,8.0
11376,100,28,8.0
11377,94,43,8.0
11378,823,153,7.0
11379,65,5,8.0
11380,304,81,8.0
11381,812,133,7.0
11382,123,43,8.0
11383,590,5,8.0
11384,658,53,9.0
11385,718,96,6.0
11386,339,140,5.0
11387,665,41,7.0
11388,536,25,7.0
11389,202,42,8.0
11390,926,169,8.0
11391,167,5,7.0
11392,395,60,7.0
11393,48,42,7.0
11394,332,88,7.0
11395,698,119,6.0
11396,177,18,10.0
11397,295,136,7.0
11398,174,135,9.0
11399,238,29,4.0
11400,858,77,7.0
11401,697,24,7.0
11402,809,53,8.0
11403,150,97,8.0
11404,955,55,8.0
11405,319,5,8.0
11406,609,80,8.0
11407,571,170,9.0
11408,659,110,7.0
11409,98,170,8.0
11410,626,81,9.0
11411,462,135,8.0
11412,789,147,9.0
11413,560,97,8.0
11414,627,54,8.0
11415,788,138,8.0
11416,852,153,6.0
11417,73,60,7.0
11418,625,146,7.0
11419,346,80,7.0
11420,76,29,6.0
11421,812,43,9.0
11422,606,135,9.0
11423,148,170,6.0
11424,135,167,8.0
11425,904,128,5.0
11426,987,166,7.0
11427,507,53,7.0
11428,611,128,8.0
11429,883,78,9.0
11430,250,172,9.0
11431,756,43,8.0
11432,499,165,8.0
11433,374,43,7.0
11434,931,45,8.0
11435,711,45,8.0
11436,362,114,9.0
11437,580,55,8.0
11438,282,164,8.0
11439,481,5,7.0
11440,848,44,6.0
11441,801,170,6.0
11442,195,26,6.0
11443,134,119,8.0
11444,948,85,7.0
11445,909,79,10.0
11446,301,25,5.0
11447,511,81,9.0
11448,402,40,8.0
11449,222,138,8.0
11450,972,60,7.0
11451,839,66,8.0
11452,782,146,9.0
11453,297,166,10.0
11454,359,77,9.0
11455,787,18,7.0
11456,367,97,8.0
11457,846,178,8.0
11458,283,138,9.0
11459,359,39,7.0
11460,826,140,5.0
11461,363,135,8.0
11462,61,78,8.0
11463,760,171,7.0
11464,334,82,7.0
11465,340,18,8.0
11466,928,164,9.0
11467,786,178,8.0
11468,982,114,9.0
11469,569,109,5.0
11470,517,138,8.0
11471,291,138,9.0
11472,300,79,5.0
11473,690,164,6.0
11474,521,26,6.0
11475,237,64,9.0
11476,383,170,7.0
11477,892,166,9.0
11478,589,178,7.0
11479,572,170,9.0
11480,358,170,8.0
11481,557,78,5.0
11482,728,178,9.0
11483,672,42,8.0
11484,8,4,7.0
11485,566,114,8.0
11486,752,150,7.0
11487,801,172,8.0
11488,338,88,8.0
11489,905,146,7.0
11490,779,135,8.0
11491,207,59,5.0
11492,213,165,9.0
11493,484,7,9.0
11494,13,164,8.0
11495,749,46,6.0
11496,894,114,8.0
11497,548,164,7.0
11498,764,98,8.0
11499,15,12,10.0
11500,296,170,8.0
11501,241,168,7.0
11502,824,12,6.0
11503,215,172,8.0
11504,391,164,7.0
11505,300,164,8.0
11506,684,44,5.0
11507,856,20,5.0
11508,315,170,7.0
11509,186,3,8.0
11510,68,65,7.0
11511,375,161,7.0
11512,641,24,7.0
11513,62,97,8.0
11514,696,20,7.0
11515,654,164,9.0
11516,127,46,8.0
11517,972,81,7.0
11518,821,46,7.0
11519,1000,131,7.0
11520,432,147,8.0
11521,307,38,7.0
11522,534,97,7.0
11523,219,120,7.0
11524,118,54,9.0
11525,977,43,7.0
11526,698,172,7.0
11527,907,20,8.0
11528,315,135,7.0
11529,680,25,8.0
11530,385,135,8.0
11531,865,39,6.0
11532,660,33,4.0
11533,848,45,7.0
11534,517,163,7.0
11535,961,55,9.0
11536,120,97,8.0
11537,179,45,8.0
11538,277,140,8.0
11539,534,37,7.0
11540,249,170,10.0
11541,364,45,5.0
11542,231,141,8.0
11543,729,55,8.0
11544,439,140,6.0
11545,508,90,6.0
11546,343,60,7.0
11547,615,91,6.0
11548,297,131,6.0
11549,423,46,7.0
11550,487,24,6.0
11551,708,80,7.0
11552,885,45,7.0
11553,75,124,8.0
11554,623,128,8.0
11555,864,77,6.0
11556,324,55,8.0
11557,88,54,7.0
11558,964,114,6.0
11559,26,38,8.0
11560,195,178,7.0
11561,181,86,7.0
11562,548,97,7.0
11563,377,3,6.0
11564,327,13,7.0
11565,809,170,9.0
11566,188,50,6.0
11567,141,147,6.0
11568,888,127,6.0
11569,921,151,6.0
11570,255,97,6.0
11571,182,63,6.0
11572,979,111,8.0
11573,583,114,7.0
11574,743,80,7.0
11575,936,135,9.0
11576,844,18,8.0
11577,913,80,7.0
11578,405,164,7.0
11579,775,53,8.0
11580,411,165,7.0
11581,142,14,6.0
11582,965,45,8.0
11583,622,78,8.0
11584,337,24,7.0
11585,999,178,7.0
11586,318,170,8.0
11587,750,151,6.0
11588,286,141,7.0
11589,888,53,7.0
11590,995,110,6.0
11591,381,178,9.0
11592,46,91,7.0
11593,366,119,6.0
11594,311,5,8.0
11595,968,63,6.0
11596,407,165,6.0
11597,367,114,7.0
11598,722,81,9.0
11599,680,81,8.0
11600,60,39,5.0
11601,428,56,6.0
11602,555,114,9.0
11603,446,178,8.0
11604,51,166,10.0
11605,634,44,7.0
11606,395,119,8.0
11607,77,116,7.0
11608,302,3,6.0
11609,707,27,4.0
11610,573,112,9.0
11611,906,46,8.0
11612,747,139,7.0
11613,463,66,8.0
11614,747,164,8.0
11615,171,135,6.0
11616,919,170,8.0
11617,763,20,6.0
11618,525,65,8.0
11619,165,2,7.0
11620,875,172,8.0
11621,145,114,7.0
11622,409,11,7.0
11623,244,54,8.0
11624,839,68,6.0
11625,973,45,7.0
11626,153,167,8.0
11627,388,19,6.0
11628,417,119,8.0
11629,898,53,8.0
11630,558,170,9.0
11631,13,165,7.0
11632,208,36,6.0
11633,363,32,8.0
11634,387,114,8.0
11635,792,169,8.0
11636,158,173,7.0
11637,143,110,7.0
11638,963,114,8.0
11639,233,114,10.0
11640,959,114,7.0
11641,356,80,9.0
11642,59,64,7.0
11643,725,42,8.0
11644,722,167,9.0
11645,505,46,9.0
11646,365,40,6.0
11647,989,85,8.0
11648,165,53,8.0
11649,331,103,7.0
11650,377,106,9.0
11651,647,64,7.0
11652,328,164,9.0
11653,550,112,10.0
11654,992,141,7.0
11655,190,63,8.0
11656,960,56,5.0
11657,167,79,8.0
11658,890,109,7.0
11659,298,78,8.0
11660,689,170,7.0
11661,164,172,9.0
11662,529,135,8.0
11663,673,105,9.0
11664,775,141,7.0
11665,909,165,8.0
11666,565,45,8.0
11667,319,165,5.0
11668,897,152,7.0
11669,385,78,6.0
11670,236,80,8.0
11671,561,60,7.0
11672,818,53,7.0
11673,459,172,7.0
11674,917,45,8.0
11675,616,42,7.0
11676,780,166,8.0
11677,304,82,5.0
11678,466,11,6.0
11679,482,135,7.0
11680,297,80,8.0
11681,947,79,7.0
11682,433,167,7.0
11683,460,65,6.0
11684,761,39,8.0
11685,658,20,7.0
11686,700,42,7.0
11687,330,119,8.0
11688,924,80,9.0
11689,988,152,6.0
11690,434,159,7.0
11691,564,96,6.0
11692,870,146,8.0
11693,129,136,7.0
11694,595,5,7.0
11695,574,32,7.0
11696,445,54,7.0
11697,425,60,7.0
11698,438,98,8.0
11699,149,127,8.0
11700,29,140,5.0
11701,618,97,7.0
11702,78,32,9.0
11703,898,12,7.0
11704,199,168,8.0
11705,784,7,6.0
11706,787,172,8.0
11707,723,18,8.0
11708,973,77,8.0
11709,866,166,7.0
11710,979,167,8.0
11711,76,80,9.0
11712,994,55,7.0
11713,421,18,6.0
11714,989,55,8.0
11715,247,103,7.0
11716,332,97,9.0
11717,891,86,8.0
11718,31,39,7.0
11719,648,166,6.0
11720,243,142,7.0
11721,393,165,9.0
11722,911,55,9.0
11723,281,80,7.0
11724,574,178,8.0
11725,754,110,6.0
11726,489,77,7.0
11727,990,164,6.0
11728,326,172,8.0
11729,740,18,8.0
11730,425,172,9.0
11731,908,38,7.0
11732,416,20,7.0
11733,113,131,6.0
11734,404,170,7.0
11735,854,73,9.0
11736,619,119,9.0
11737,400,45,9.0
11738,498,164,8.0
11739,915,131,6.0
11740,32,3,6.0
11741,576,96,6.0
11742,992,25,7.0
11743,63,20,8.0
11744,563,13,7.0
11745,197,60,8.0
11746,835,66,7.0
11747,636,54,7.0
11748,892,5,9.0
11749,379,178,6.0
11750,8,88,7.0
11751,706,77,7.0
11752,215,86,7.0
11753,232,45,6.0
11754,646,147,9.0
11755,946,50,6.0
11756,109,165,6.0
11757,181,114,8.0
11758,348,166,8.0
11759,433,30,5.0
11760,261,80,9.0
11761,880,32,8.0
11762,515,89,7.0
11763,526,82,7.0
11764,240,14,7.0
11765,550,113,7.0
11766,177,133,6.0
11767,328,5,9.0
11768,218,112,7.0
11769,742,10,7.0
11770,788,154,8.0
11771,598,79,8.0
11772,427,7,6.0
11773,969,164,9.0
11774,703,141,8.0
11775,525,112,7.0
11776,744,111,5.0
11777,631,113,10.0
11778,105,135,8.0
11779,129,164,7.0
11780,671,24,4.0
11781,151,177,8.0
11782,54,38,7.0
11783,759,55,8.0
11784,81,96,7.0
11785,313,62,6.0
11786,844,153,7.0
11787,206,142,6.0
11788,965,165,8.0
11789,31,177,7.0
11790,72,1,8.0
11791,979,129,8.0
11792,778,60,9.0
11793,827,85,8.0
11794,422,44,7.0
11795,4,84,7.0
11796,76,32,8.0
11797,901,164,7.0
11798,362,54,9.0
11799,36,165,8.0
11800,488,85,7.0
11801,15,119,8.0
11802,242,5,7.0
11803,358,171,6.0
11804,818,114,10.0
11805,875,68,6.0
11806,237,122,6.0
11807,329,133,7.0
11808,266,36,5.0
11809,629,165,8.0
11810,68,170,8.0
11811,732,166,7.0
11812,950,32,7.0
11813,147,135,7.0
11814,31,142,9.0
11815,518,80,8.0
11816,989,114,10.0
11817,583,91,6.0
11818,827,79,8.0
11819,145,172,10.0
11820,499,172,9.0
11821,520,29,7.0
11822,189,53,8.0
11823,50,43,9.0
11824,970,119,10.0
11825,81,45,9.0
11826,740,54,6.0
11827,305,26,6.0
11828,767,42,5.0
11829,844,64,7.0
11830,534,137,6.0
11831,545,135,8.0
11832,854,97,7.0
11833,831,14,8.0
11834,140,142,7.0
11835,604,73,7.0
11836,808,146,8.0
11837,881,54,8.0
11838,60,146,8.0
11839,728,119,6.0
11840,28,20,7.0
11841,625,128,7.0
11842,358,157,3.0
11843,197,170,8.0
11844,799,173,6.0
11845,349,43,7.0
11846,876,178,6.0
11847,794,81,9.0
11848,719,46,6.0
11849,131,85,8.0
11850,166,32,8.0
11851,355,112,10.0
11852,561,43,9.0
11853,251,138,8.0
11854,56,7,9.0
11855,934,14,8.0
11856,420,79,6.0
